256,896,696.0,0.02586206896551724
1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1
0,23
0,59
0,131
0,145
0,195
0,204
0,245
1,34
1,64
1,103
1,196
1,231
1,236
1,244
2,34
2,46
2,55
2,87
2,190
2,203
2,251
3,9
3,69
3,99
3,156
3,183
3,233
3,243
4,7
4,28
4,88
4,131
4,155
4,167
4,241
5,12
5,35
5,87
5,94
5,123
5,190
5,244
6,89
6,136
6,141
6,179
6,199
6,201
6,245
7,37
7,39
7,65
7,80
7,135
7,233
8,26
8,40
8,73
8,141
8,162
8,184
8,249
9,107
9,153
9,158
9,171
9,203
9,217
10,27
10,39
10,40
10,52
10,119
10,150
10,229
11,28
11,93
11,96
11,110
11,151
11,168
11,233
12,14
12,27
12,44
12,139
12,148
12,150
13,21
13,32
13,40
13,99
13,130
13,188
13,240
14,17
14,31
14,57
14,146
14,197
14,224
15,40
15,112
15,145
15,185
15,224
15,247
15,253
16,48
16,113
16,149
16,208
16,228
16,242
16,255
17,54
17,61
17,64
17,156
17,229
17,247
18,25
18,67
18,68
18,104
18,183
18,199
18,225
19,33
19,66
19,89
19,127
19,135
19,148
19,197
20,41
20,55
20,157
20,186
20,207
20,215
20,255
21,52
21,121
21,170
21,174
21,226
21,228
22,48
22,105
22,127
22,155
22,204
22,218
22,246
23,54
23,114
23,182
23,220
23,225
23,239
24,39
24,52
24,118
24,144
24,174
24,227
24,232
25,62
25,106
25,116
25,122
25,139
25,160
26,90
26,100
26,115
26,129
26,161
26,198
27,53
27,103
27,140
27,159
27,234
28,126
28,139
28,144
28,150
28,213
29,96
29,135
29,146
29,147
29,213
29,217
29,234
30,74
30,90
30,99
30,127
30,134
30,216
30,236
31,65
31,96
31,136
31,168
31,206
31,223
32,66
32,116
32,128
32,151
32,188
32,207
33,40
33,79
33,100
33,120
33,158
33,226
34,69
34,152
34,224
34,227
34,240
35,54
35,122
35,129
35,143
35,162
35,243
36,75
36,117
36,161
36,209
36,218
36,238
36,240
37,87
37,151
37,190
37,223
37,225
37,242
38,63
38,101
38,106
38,118
38,205
38,208
38,226
39,98
39,129
39,204
39,239
40,94
40,131
41,51
41,55
41,145
41,152
41,171
41,173
42,44
42,69
42,71
42,86
42,163
42,172
42,217
43,102
43,141
43,174
43,182
43,201
43,203
43,226
44,86
44,137
44,153
44,185
44,231
45,94
45,95
45,122
45,130
45,137
45,196
45,208
46,81
46,136
46,139
46,235
46,243
46,254
47,63
47,81
47,114
47,122
47,212
47,215
47,252
48,76
48,96
48,150
48,155
48,232
49,60
49,74
49,116
49,176
49,187
49,209
49,218
50,79
50,101
50,115
50,116
50,131
50,138
50,168
51,145
51,170
51,204
51,209
51,215
51,222
52,62
52,78
52,136
52,255
53,67
53,99
53,111
53,117
53,178
53,210
54,93
54,113
54,175
54,248
55,72
55,155
55,170
55,228
56,73
56,79
56,152
56,159
56,191
56,201
56,250
57,98
57,173
57,185
57,192
57,212
57,252
58,119
58,172
58,177
58,203
58,205
58,213
58,242
59,74
59,115
59,143
59,169
59,217
59,240
60,61
60,95
60,117
60,213
60,220
60,230
61,134
61,138
61,159
61,165
61,239
62,91
62,130
62,151
62,232
62,238
63,115
63,118
63,130
63,190
63,243
64,91
64,92
64,118
64,126
64,222
65,106
65,132
65,162
65,181
65,192
66,73
66,123
66,136
66,150
66,207
67,70
67,106
67,132
67,211
67,224
68,69
68,134
68,201
68,249
68,250
68,252
69,104
69,152
69,206
70,117
70,121
70,215
70,227
70,236
70,248
71,80
71,143
71,159
71,181
71,205
71,254
72,119
72,131
72,133
72,143
72,223
72,232
73,76
73,173
73,175
73,238
74,107
74,216
74,217
74,218
75,88
75,108
75,124
75,195
75,224
75,252
76,111
76,126
76,158
76,171
76,214
77,97
77,109
77,121
77,149
77,153
77,200
77,242
78,90
78,91
78,107
78,161
78,164
78,244
79,100
79,149
79,163
79,195
80,83
80,193
80,198
80,213
80,253
81,84
81,90
81,130
81,173
81,221
82,89
82,94
82,97
82,120
82,145
82,213
82,244
83,87
83,146
83,153
83,161
83,210
83,234
84,102
84,123
84,194
84,200
84,239
84,245
85,92
85,114
85,119
85,154
85,218
85,221
85,246
86,144
86,192
86,213
86,225
86,251
87,125
87,186
87,205
88,97
88,140
88,152
88,160
88,172
89,108
89,160
89,231
89,245
90,105
90,195
90,211
91,109
91,197
91,216
91,228
92,109
92,158
92,164
92,189
92,203
93,138
93,142
93,241
93,247
93,250
94,128
94,144
94,161
95,107
95,123
95,134
95,148
95,183
96,134
96,201
96,240
97,154
97,183
97,185
97,197
98,166
98,168
98,206
98,209
98,241
99,133
99,157
99,196
100,164
100,170
100,171
100,210
101,180
101,182
101,193
101,214
101,236
102,128
102,151
102,153
102,212
102,246
103,123
103,168
103,193
103,235
103,237
104,112
104,113
104,129
104,183
104,212
105,140
105,196
105,214
105,220
105,251
106,169
106,172
106,203
107,132
107,167
107,201
108,133
108,141
108,161
108,162
108,238
109,205
109,209
109,230
109,235
110,140
110,154
110,184
110,204
110,229
110,231
111,120
111,138
111,179
111,180
111,200
112,169
112,182
112,212
112,222
112,247
113,142
113,207
113,236
113,243
114,128
114,135
114,161
114,185
115,133
115,139
115,246
116,134
116,187
116,239
117,195
117,198
117,254
118,121
118,162
118,249
119,120
119,125
119,164
120,148
120,197
120,202
121,147
121,215
121,245
122,146
122,157
122,176
123,242
123,251
124,157
124,165
124,187
124,191
124,219
124,249
125,149
125,163
125,173
125,178
125,232
126,163
126,203
126,235
126,244
127,133
127,166
127,208
127,217
128,145
128,155
128,219
129,198
129,248
129,251
130,189
130,223
131,174
131,250
132,157
132,158
132,184
132,255
133,172
133,201
134,142
135,167
135,180
135,194
136,186
136,197
137,160
137,173
137,181
137,233
137,237
138,189
138,195
138,220
139,175
139,189
140,154
140,243
140,253
141,216
141,225
141,241
142,148
142,155
142,198
142,250
143,174
143,212
143,219
144,174
144,185
144,223
145,199
146,177
146,186
146,187
147,181
147,187
147,192
147,222
147,227
148,152
148,194
149,200
149,214
149,255
150,182
150,241
151,221
151,249
152,171
153,188
153,208
154,184
154,194
154,222
155,237
156,166
156,167
156,230
156,245
156,253
157,181
157,230
158,186
158,242
159,192
159,227
159,252
160,206
160,225
160,231
162,169
162,234
163,180
163,187
163,255
164,178
164,180
164,250
165,167
165,181
165,199
165,202
165,216
166,180
166,194
166,197
166,228
167,198
167,251
168,244
168,247
169,184
169,199
169,207
170,192
170,194
170,250
171,199
171,239
172,200
172,248
173,214
174,191
175,178
175,189
175,231
175,246
176,191
176,211
176,228
176,245
176,253
177,180
177,188
177,193
177,214
177,227
178,221
178,234
178,255
179,183
179,211
179,223
179,233
179,248
181,248
182,193
182,249
183,234
184,240
184,254
185,224
186,214
186,247
187,235
188,196
188,218
188,252
189,220
189,234
190,230
190,235
190,238
191,202
191,219
191,238
192,239
193,211
193,220
194,200
195,225
196,204
196,209
198,220
199,249
200,210
202,222
202,229
202,236
202,237
204,254
205,217
205,219
206,223
206,229
206,244
207,210
207,230
208,222
208,237
209,243
210,241
210,252
211,233
211,235
212,246
215,248
215,253
216,226
216,227
218,228
219,226
219,246
221,229
221,237
221,253
224,240
226,254
229,254
230,241
231,233
232,247
232,251
236,238
237,242
