256,1024,774.0,0.03359173126614987
1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1
0,7
0,49
0,99
0,123
0,154
0,157
0,163
0,181
1,4
1,67
1,76
1,96
1,145
1,187
1,208
1,253
2,13
2,36
2,84
2,92
2,157
2,158
2,179
2,250
3,28
3,53
3,124
3,151
3,158
3,162
3,236
3,241
4,26
4,38
4,62
4,97
4,134
4,172
4,195
5,29
5,34
5,49
5,64
5,126
5,178
5,182
5,227
6,74
6,82
6,100
6,117
6,119
6,142
6,159
6,168
7,125
7,163
7,175
7,192
7,195
7,229
7,246
8,12
8,21
8,62
8,63
8,91
8,105
8,220
8,253
9,55
9,75
9,147
9,154
9,162
9,165
9,192
9,243
10,33
10,66
10,124
10,146
10,159
10,199
10,242
10,251
11,16
11,25
11,48
11,90
11,95
11,110
11,142
11,156
12,42
12,70
12,89
12,92
12,95
12,168
12,189
13,72
13,91
13,99
13,119
13,207
13,222
13,229
14,40
14,64
14,138
14,153
14,154
14,196
14,204
14,235
15,17
15,31
15,63
15,100
15,114
15,148
15,223
15,241
16,18
16,19
16,61
16,117
16,158
16,173
16,187
17,18
17,129
17,180
17,204
17,229
17,233
17,245
18,58
18,95
18,106
18,134
18,178
18,254
19,24
19,68
19,91
19,122
19,145
19,171
19,249
20,78
20,80
20,94
20,116
20,139
20,192
20,202
20,203
21,74
21,118
21,123
21,194
21,204
21,215
21,233
22,38
22,103
22,114
22,123
22,159
22,160
22,210
22,231
23,65
23,90
23,118
23,137
23,164
23,168
23,179
23,227
24,57
24,108
24,127
24,173
24,194
24,250
24,252
25,62
25,86
25,98
25,133
25,138
25,166
25,177
26,33
26,34
26,59
26,145
26,181
26,247
26,248
27,38
27,87
27,105
27,145
27,148
27,152
27,172
27,173
28,51
28,53
28,59
28,91
28,98
28,145
28,246
29,63
29,89
29,95
29,146
29,155
29,212
29,230
30,77
30,119
30,180
30,186
30,191
30,217
30,225
30,231
31,66
